,Unnamed: 0,_id,text,task_1,task_2,text_clean
286,2248,60c5d6bf5659ea5e55df00fc,LOOOOOOOOOL HOLY SHIT,NOT,NONE,loooooooool holy shit
287,1168,60c5d6bf5659ea5e55def80a,"@Juanita_Phillip Sure - had heaps as a teen. Of course, i didn’t roll with the cool destroyer kids, but our group would pass out peacefully, to my parents mirth rather than chagrin. Was rural though, which might have had a factor.   Guess it depends on how shitbag the kids are.",NOT,NONE,sure heaps teen course ’ roll cool destroyer kids group would pass peacefully parents mirth rather chagrin rural though might factor guess depends shitbag kids
288,4066,60c5d6bf5659ea5e55defb4f,"In Gurgaon, hospital staffs ran away because they realised they couldn't take care of patients because of the lack of oxygen cylinders 6 dead How pathetic this can be No doctors, nurses, chemist, not even the security guard stayed there. #IndiaCovidCrisis #OxygenCrisis #life",HOF,HATE,gurgaon hospital staffs ran away realised couldnt take care patients lack oxygen cylinders 6 dead pathetic doctors nurses chemist even security guard stayed indiacovidcrisis oxygencrisis life
289,4618,60c5d6bf5659ea5e55def59e,@VK1878 Hahahaha stop it as my hair still isn't great. And if she ever messaged me I would say I didn't notice and unfollowed by accident as I'm a shitbag.,HOF,PRFN,hahahaha stop hair still isnt great ever messaged would say didnt notice unfollowed accident im shitbag
290,2685,60c5d6bf5659ea5e55df03bb,"@nagarjund @Tejasvi_Surya Ur the waste fellow, you and your govt totally fail to resolve the issue of Karnataka ppl, And do not communalise the matter if u ppl are not capable to run d govt #ResignSudhakar #ResignPMmodi #ResignBSY #ModiKaVaccineJumla",HOF,OFFN,ur waste fellow govt totally fail resolve issue karnataka ppl communalise matter u ppl capable run govt resignsudhakar resignpmmodi resignbsy modikavaccinejumla
291,1454,60c5d6bf5659ea5e55defbc0,@sri50 Its a shame! #BengalViolence #BengalBurning,NOT,NONE,shame bengalviolence bengalburning
292,158,60c5d6bf5659ea5e55def1e6,"What a bunch of absolute fucking idiots in #india #IndiaCovidCrisis. Brainless morons wonder why they have a ""crisis"" (this is goa, sent by an Armenian living there for months 🤦‍♀️)  @PotatoFarmUSA @2020Boogaloo0 @noonesp95429433 https://t.co/2RLitcXyyw",HOF,PRFN,bunch absolute fucking idiots india indiacovidcrisis brainless morons wonder crisis goa sent armenian living months 🤦‍♀️
293,551,60c5d6bf5659ea5e55def3df,"Respected Prime Minister @narendramodi @PMOIndia  , How can we stop this wave of devastation? There is Pain anxiety insecurity, Why aren't are we looking at complete nation lockdown? #india #FightAgainstCOVID19 #IndiaCovidCrisis",NOT,NONE,respected prime minister stop wave devastation pain anxiety insecurity arent looking complete nation lockdown india fightagainstcovid19 indiacovidcrisis
294,2412,60c5d6bf5659ea5e55df0113,@narendramodi @PMOIndia @AmitShah @rashtrapatibhvn Respected members I and my family members cancelled all our programs at the time of elections and voted for you people Now i feel I did wrongWB is burning and Mamata is taking oath #BengalBurning #PresidentsRuleinBengal,NOT,NONE,respected members family members cancelled programs time elections voted people feel wrongwb burning mamata taking oath bengalburning presidentsruleinbengal
295,3263,60c5d6bf5659ea5e55df04ba,@murasaki069 Sexy pimp mayor prentiss all hail https://t.co/UfngBE4lxc,NOT,NONE,sexy pimp mayor prentiss hail
296,1443,60c5d6bf5659ea5e55defc22,@MattBomerFC @TrappMay @MattBomer That's are more horrofying News #PrayforIndia 🙏 #IndiaCovidCrisis 🥺🙏🥺🙏,NOT,NONE,thats horrofying news prayforindia indiacovidcrisis 🥺🥺
297,4342,60c5d6bf5659ea5e55defe8e,The mother of #ChineseVirus #ChineseWuhanVirus mocking India is uncalled for. Remember Karma is a Bitch that spares none... mark my word.. #ShameOnChina https://t.co/KTD7SzobBR,HOF,PRFN,mother chinesevirus chinesewuhanvirus mocking india uncalled remember karma bitch spares none mark word shameonchina
298,2496,60c5d6bf5659ea5e55df023c,@digimega_ now im not sad. im fucking furious. don't bop me motherfucker,HOF,PRFN,im sad im fucking furious dont bop motherfucker
299,4168,60c5d6bf5659ea5e55defaf4,"I find it quite remarkable that literally Lucifer the lightbearer can state things that nobody knows, of vital importance to the survival of the human race, and on a good day, one person may give a like, but some numpty twatters on a load of bollocks and thousands retweet it.",HOF,PRFN,find quite remarkable literally lucifer lightbearer state things nobody knows vital importance survival human race good day one person may give like numpty twatters load bollocks thousands retweet
300,291,60c5d6bf5659ea5e55def37c,you big fucking dumbass learn to be a normal fuxking person whos not an asshole,HOF,PRFN,big fucking dumbass learn normal fuxking person whos asshole
301,449,60c5d6bf5659ea5e55def32f,"""The current pandemic has shown that if India is to survive as a country, it needs robust public systems that cater to everybody and not just politically advantageous vote banks""  I channel some of my anxiety, heartbreak, and rage into an op-ed on #IndiaCovidCrisis for @9DashLine https://t.co/B6KJFkyrLK",NOT,NONE,current pandemic shown india survive country needs robust public systems cater everybody politically advantageous vote banks channel anxiety heartbreak rage oped indiacovidcrisis
302,2636,60c5d6bf5659ea5e55df0387,Business are closed from last 1 month. But EMIs are due. I can't arrange money to pay EMIs.  We want 3 month loan #moratorium or else we will die. It's matter of survival. It's need of time.  Please raise voice.  #ModiKaVaccineJumla #ModiResign #FarmLaws_NextPandemic #moratorium https://t.co/J73JivDzkY,NOT,NONE,business closed last 1 month emis due cant arrange money pay emis want 3 month loan moratorium else die matter survival need time please raise voice modikavaccinejumla modiresign farmlawsnextpandemic moratorium
303,4869,60c5d6bf5659ea5e55defa46,@sidthelawyer @ReallySwara I hate my PM. #Resign_PM_Modi,HOF,HATE,hate pm resignpmmodi
304,1818,60c5d6bf5659ea5e55defda8,You’re weak. There’s no escaping my control. Send to feel release little fucker.   • findom paypig finD brat •,HOF,PRFN,’ weak ’ escaping control send feel release little fucker • findom paypig find brat •
305,569,60c5d6bf5659ea5e55def61f,"Tomorrow the demons are returning to possess your podcatchers once again! Bloody hell, we're reviewing Conjuring 2 innit https://t.co/mKSYtTFhAx",HOF,PRFN,tomorrow demons returning possess podcatchers bloody hell reviewing conjuring 2 innit
306,5120,60c5d6bf5659ea5e55def249,by people mandate you loose #Nandigram. Stop lecturing blood thirsty women. 20+ people have died. #BengalBurning https://t.co/dKBUpVDGRl,NOT,NONE,people mandate loose nandigram stop lecturing blood thirsty women 20 people died bengalburning
307,2154,60c5d6bf5659ea5e55df001f,whore /lh https://t.co/7quwSLsOBS https://t.co/W4oGfTaHqI,HOF,PRFN,whore lh
308,1756,60c5d6bf5659ea5e55defe7f,Got my 2nd shot 4 hours ago...Arm is REALLY hurting but I don't know if I have any other symptoms as I feel the same as I always do...HAMMERED BY ALLERGIES!!  The pollen this year in the NE is awful!!  #CovidVaccine  #Allergies #Gogetyourshot,NOT,NONE,got 2nd shot 4 hours agoarm really hurting dont know symptoms feel always dohammered allergies pollen year ne awful covidvaccine allergies gogetyourshot
309,3345,60c5d6bf5659ea5e55def2f1,@MinecraftianTNT @Xploshi Gag on this dick,HOF,PRFN,gag dick
310,1871,60c5d6bf5659ea5e55defd6e,"@SanjayAzadSln frankly speaking in the peak of pandemic was there any need of election, who is paying money for it...after paying taxes if common ppl cant be treated on priority list...then it's really shameful #ResignPMmodi #baskarodrama",HOF,HATE,frankly speaking peak pandemic need election paying money itafter paying taxes common ppl cant treated priority listthen really shameful resignpmmodi baskarodrama
311,418,60c5d6bf5659ea5e55def39e,"@DJAFrankenstein One chunk is nob heads in twat pants with goatees and foot scooters,  another is the brexit crowd  who are somewhere in the middle ages.....but we all shop at Aldi.",HOF,PRFN,one chunk nob heads twat pants goatees foot scooters another brexit crowd somewhere middle agesbut shop aldi
312,4950,60c5d6bf5659ea5e55defa2f,@narendramodi You proved to be useless!! #ResignModi #Resign_PM_Modi,HOF,OFFN,proved useless resignmodi resignpmmodi
313,2808,60c5d6bf5659ea5e55df042d,A Gauty Goon like @MamataOfficial who should be in jail for her deeds has sworn in as the CM.. this is truly condemnable.. #disgusting #pathetic #tmcgoons what kind of democracy is this??? #ShameOnMamata #ArrestMamata #BengalViolence #BengalBurning #ShameOnTMC,HOF,OFFN,gauty goon like jail deeds sworn cm truly condemnable disgusting pathetic tmcgoons kind democracy shameonmamata arrestmamata bengalviolence bengalburning shameontmc
314,3913,60c5d6bf5659ea5e55defa40,"BREAKING: Morrison say they are not racist but brown, sick people are not welcome ðŸ‘‡ #IndiaCovidCrisis https://t.co/Tb7LKj95j8",HOF,HATE,breaking morrison say racist brown sick people welcome ðÿ ‘ ‡ indiacovidcrisis
315,3057,60c5d6bf5659ea5e55df0489,@FamilyKarmaKast I think that having this show on in May 2021 is in poor taste considering all the sick and dying people in India. The show is about rich spoiled Indian families. That is what is wrong with India. The rich do not help the poor. Bad Karma #,NOT,NONE,think show may 2021 poor taste considering sick dying people india show rich spoiled indian families wrong india rich help poor bad karma
316,1780,60c5d6bf5659ea5e55defd92,bitch this bloody mary taste like crawfish lmao,HOF,PRFN,bitch bloody mary taste like crawfish lmao
317,4339,60c5d6bf5659ea5e55defe52,"@DavidTheNonBot Russell Crow or that shitbag from down under, easy choice.",NOT,NONE,russell crow shitbag easy choice
318,656,60c5d6bf5659ea5e55def58f,Bloody hell,HOF,PRFN,bloody hell
319,510,60c5d6bf5659ea5e55def38a,"Every time I think you hit a ceiling, you just keep raising the bar. You are like the Michael Jordan of being a son of a bitch.",HOF,PRFN,every time think hit ceiling keep raising bar like michael jordan son bitch
320,515,60c5d6bf5659ea5e55def3ca,"@narendramodi i seriously regret that i voted for you. You are a shameless person who do not care about the people, we all are dying but you are busy in your shitty vista project. You are the worst pm of this country ever. #ResignModi",HOF,OFFN,seriously regret voted shameless person care people dying busy shitty vista project worst pm country ever resignmodi
321,3503,60c5d6bf5659ea5e55def3dd,"@ajitanjum Yes, our PM insulted India at every level with jumla and fake stories. #ModiResign #ModiGovtSeNaHoPayega #ModiKaVaccineJumla #FarmersVsModiVirus #FarmLaws_NextPandemic #FarmersProtest https://t.co/5Urpd8VoXu",HOF,HATE,yes pm insulted india every level jumla fake stories modiresign modigovtsenahopayega modikavaccinejumla farmersvsmodivirus farmlawsnextpandemic farmersprotest
322,3966,60c5d6bf5659ea5e55def7af,@feebaz the fuck do you want now ðŸ™„,HOF,PRFN,fuck want ðÿ™„
323,4707,60c5d6bf5659ea5e55def916,"Modi Ji has abandoned his own constituency!! Because of him we are seeing the worst time in the history of our country. People struggling - begging and screaming to help their loves ones. People dying left right and center due to lack of oxygen, beds and medicines. #ResignModi https://t.co/thOB9GHjFN",HOF,OFFN,modi ji abandoned constituency seeing worst time history country people struggling begging screaming help loves ones people dying left right center due lack oxygen beds medicines resignmodi
324,5093,60c5d6bf5659ea5e55def2db,@anusharavi10 Lolz criminal intimidation? What crap is that? This is called LYNCHISTAAN. UNION Minister just barely escapes being lynched and journo types are calling this intimidation. Disgusting heartless people! #WestBengal #BengalBurning,HOF,HATE,lolz criminal intimidation crap called lynchistaan union minister barely escapes lynched journo types calling intimidation disgusting heartless people westbengal bengalburning
325,3439,60c5d6bf5659ea5e55def417,@ZubyMusic I guess it depends how you define 'winner'. You can be at the top of your particular game but still be a loser/wanker.,HOF,PRFN,guess depends define winner top particular game still loserwanker
326,1800,60c5d6bf5659ea5e55defddf,"@netflix WHAT THE ACTUAL FUCK MAN, you're making the Human Centipede look like a children's film",HOF,PRFN,actual fuck man youre making human centipede look like childrens film
327,2275,60c5d6bf5659ea5e55df0271,@xgjffjkhdddhkgd @KanganaTeam @ZeeMohamed_ Its still #Islamophobia to group people together and target them. Stop being racist. You guys do know that RSS group also attacked Sikhs ? Want me to call all Hindus terrorist? Dawg thats not how the world works. GROW UP!!,HOF,HATE,still islamophobia group people together target stop racist guys know rss group also attacked sikhs want call hindus terrorist dawg thats world works grow
328,951,60c5d6bf5659ea5e55def8a8,"My condolences to the family and friends.   India,If this doesn't make you angry and sad, you are dead from Inside.  #ResignPMmodi https://t.co/UU0rqyKnhv",NOT,NONE,condolences family friends indiaif doesnt make angry sad dead inside resignpmmodi
329,896,60c5d6bf5659ea5e55def753,"Classic BJP!  Another moron in the party of morons!   Ask a serious question that brings out their impotent governance. Standard answers begin to rise : nehru, last 70 years, Indira, Sonia, Rahul, British, Mughals.... 🤷🏻‍♂️   Just ignore him!! 😷  #ResignModi  #BjpDestroyedIndia https://t.co/Zy8lOLhCwo",HOF,HATE,classic bjp another moron party morons ask serious question brings impotent governance standard answers begin rise nehru last 70 years indira sonia rahul british mughals 🤷‍♂️ ignore resignmodi bjpdestroyedindia
330,4398,60c5d6bf5659ea5e55defd39,We in this bitch again @kingindicud!!! https://t.co/sQd0BBALok,NOT,NONE,bitch
331,2934,60c5d6bf5659ea5e55df00ed,@deadlymistletoe Me out and calling me a cunt. You donât even follow me. You enlist the help of your non existent followers to gang up as well. Real champion for mental health bud! Keep up the good work.,NOT,NONE,calling cunt donât even follow enlist help non existent followers gang well real champion mental health bud keep good work
332,2225,60c5d6bf5659ea5e55df008b,"Vaccination rates are even worse where my family lives, so visiting is probably still a no for this summer. The vaccine is our best chance at normalcy. I can't wait for my kids to get theirs. #GetVaccinated #CovidVaccine",NOT,NONE,vaccination rates even worse family lives visiting probably still summer vaccine best chance normalcy cant wait kids get getvaccinated covidvaccine
333,2061,60c5d6bf5659ea5e55deff8c,@Cody_Mac13 Ah fuck them haters gonna hate. Only reason they do it is because there jealous. You just be yourself man ignore all the bs. You must be doing something right for all this drama! So keep it up man aha,HOF,PRFN,ah fuck haters gon na hate reason jealous man ignore bs must something right drama keep man aha
334,2658,60c5d6bf5659ea5e55df04de,"Amazing. You work late and think, fuck it I’ll get a Five Guys, they shut at 9... nah. Closed up.   Welcome to Dundee the city that is unable to stay awake",HOF,PRFN,amazing work late think fuck ’ get five guys shut 9 nah closed welcome dundee city unable stay awake
335,1493,60c5d6bf5659ea5e55defade,Follow up test result I'm now negative for covid.  Sending same luck to those struggling with it. We WILL get through this.  #indiaagainstcorona #CovidIndia #COVID #CoronaSecondWave #homeisolation #selfcare #wecandefeatcovid #IndiaCovidCrisis,NOT,NONE,follow test result im negative covid sending luck struggling get indiaagainstcorona covidindia covid coronasecondwave homeisolation selfcare wecandefeatcovid indiacovidcrisis
336,1269,60c5d6bf5659ea5e55def9f7,"Westerners are always selfish, immoral and greedy – as well as violent and fanatical. They think that Muslims of the middle east are totally crazy but we are asking you how dare you and who are you and why you criticise and made fun of our religion...🌍🇪🇺🇻🇦🇫🇷❌😤..#Islamophobia https://t.co/cpnAh6I0is",HOF,HATE,westerners always selfish immoral greedy – well violent fanatical think muslims middle east totally crazy asking dare criticise made fun religion❌islamophobia
337,1001,60c5d6bf5659ea5e55def702,Maybe not watching movies and tv has been my downfall.  This is a very interesting thread. #Covid #IndiaCovidCrisis https://t.co/DAtwyPG3Ks,NOT,NONE,maybe watching movies tv downfall interesting thread covid indiacovidcrisis
338,3236,60c5d6bf5659ea5e55df049f,@MarkYetter What the fuck are you nerfing renekton for?? Just remove pro play ruins the whole game please,NOT,NONE,fuck nerfing renekton remove pro play ruins whole game please
339,2372,60c5d6bf5659ea5e55df00a7,Sorry sir Please remove your slipper and beat us after that please save us from Modi #ModiResign #ResignModi #ResignPMmodi #Resign_PM_Modi #ModiMustResign #ModiResignOrRepeal #ModiKaVaccineJumla #ModiHataoDeshBachao #ModiDisasterForIndia #ModiMadeDisaster #BjpDestroyedIndia https://t.co/MmFM4RmlDO,NOT,NONE,sorry sir please remove slipper beat us please save us modi modiresign resignmodi resignpmmodi resignpmmodi modimustresign modiresignorrepeal modikavaccinejumla modihataodeshbachao modidisasterforindia modimadedisaster bjpdestroyedindia
340,1884,60c5d6bf5659ea5e55defdba,"@MamataOfficial A demonic and shameless woman like you has not seen anyone else, shame on you  #BengalBurning #BengalViolence  #ShameOnTMC #ShameOnMamata https://t.co/qKYgw5hrmM",HOF,OFFN,demonic shameless woman like seen anyone else shame bengalburning bengalviolence shameontmc shameonmamata
341,503,60c5d6bf5659ea5e55def4d5,I’ve had one dose of phizer vaccine and the side effects are no fun folks #CovidVaccine #COVID19,NOT,NONE,’ one dose phizer vaccine side effects fun folks covidvaccine covid19
342,3572,60c5d6bf5659ea5e55def616,@drharshvardhan @narendramodi @JPNadda @AmitShah @BJP4India Are you a health minister or a chaploos. Stop this boot licking. Do your job OR resign. Actually just resign. Aapse nahi ho payega. #Resign_PM_Modi,HOF,OFFN,health minister chaploos stop boot licking job resign actually resign aapse nahi ho payega resignpmmodi
343,4537,60c5d6bf5659ea5e55def536,You what?! How the bloody hell have I done that? I did absolutely crap in the first assessment for this module and I sort of wrote off any chance of it being a good grade - itâ€™s finished up at a B+ average for both bits. https://t.co/Fo2N0JBlvx,HOF,PRFN,bloody hell done absolutely crap first assessment module sort wrote chance good grade itâ€™s finished b average bits
344,847,60c5d6bf5659ea5e55def4ed,"At CVS, I have no health insurance and just received my Covid-19 vaccination. I would only consent to the Janssen (J &amp; J) vaccination. I don’t feel comfortable with the science behind the others. #CovidVaccine #JohnsonandJohnson  #COVIDVaccination  #HealthCareWorker  #RN",NOT,NONE,cvs health insurance received covid19 vaccination would consent janssen j amp j vaccination ’ feel comfortable science behind others covidvaccine johnsonandjohnson covidvaccination healthcareworker rn
345,2081,60c5d6bf5659ea5e55deff1b,@chrischirp Sorry to hear that #chinesevirus is spreading everywhere,NOT,NONE,sorry hear chinesevirus spreading everywhere
346,4759,60c5d6bf5659ea5e55def99d,#bjpmuktbharat Coming from a fool who voted for Modi twice. Shame on me. #ResignModi #ModiKaVaccineJumla,HOF,HATE,bjpmuktbharat coming fool voted modi twice shame resignmodi modikavaccinejumla
347,644,60c5d6bf5659ea5e55def656,"Bitch, I'm Bloody Murder!!!!!!",HOF,PRFN,bitch im bloody murder
348,4100,60c5d6bf5659ea5e55defad2,Couldn't make it up. What a twat. https://t.co/O0pjykAeCX,HOF,PRFN,couldnt make twat
349,2442,60c5d6bf5659ea5e55df01e4,We are facing the worst time during this pandemic. Millions of Indians are suffering Save some tears and please come down to Delhi or other cities and visit hospitals. There are thousands with whom you can share your grief. Stop acting like a fool. #KanganaVsTwitter #ResignPMmodi https://t.co/fp9EM0BHb0,NOT,NONE,facing worst time pandemic millions indians suffering save tears please come delhi cities visit hospitals thousands share grief stop acting like fool kanganavstwitter resignpmmodi
350,3087,60c5d6bf5659ea5e55df0331,@narendramodi How to shame India oh i am sorry it is you. How ET reports how it suits them. 17 crore and counting but they shown the figure in %? Because 2.2% of 140Cr is high but they are working on anti India Pro #ChineseVirus and this is what their mas,HOF,OFFN,shame india oh sorry et reports suits 17 crore counting shown figure 22 140cr high working anti india pro chinesevirus mas
351,3963,60c5d6bf5659ea5e55def76f,Xi and his party are worse than Hitler and his nazis. Any person or country that supports Xi and his barbarians are to be met with immediate force. Donâ€™t agree? See this ðŸ‘‡ #chinesevirus #chinamustfall https://t.co/qqPWVmBIqn,HOF,HATE,xi party worse hitler nazis person country supports xi barbarians met immediate force donâ€™t agree see ðÿ ‘ ‡ chinesevirus chinamustfall
352,4781,60c5d6bf5659ea5e55def7cb,"Okay, looks like it's aging with the fans, that's a good ste- HOLY FUCK FREDDIE'S MOM IS BACK AND PRETTY MUCH LOOKS THE SAME https://t.co/R2Vjbl8rS0 https://t.co/DTR8s7ruZf",NOT,NONE,okay looks like aging fans thats good ste holy fuck freddies mom back pretty much looks
353,1084,60c5d6bf5659ea5e55def8b9,😭tears come into my eyes . Ya allah plzz forgive us and plzz gives us Shifa from this deadly covid19. @narendramodi @drharshvardhan u lead into apocalypse. Shame on u  #IndiaCovidCrisis https://t.co/vxSdv4wF0Z,HOF,OFFN,tears come eyes ya allah plzz forgive us plzz gives us shifa deadly covid19 u lead apocalypse shame u indiacovidcrisis
354,4194,60c5d6bf5659ea5e55defc73,"Government failed to listen to scientist &amp; recommendations from Corona committee or they just didnâ€™t have the right aptitude to understand whatâ€™s been Happening; this is what people get when they vote ðŸ—³ for Goons &amp; appoint them as PM, HMO, &amp; their entire cadre #IndiaCovidCrisis https://t.co/uhDjH1MnbB",NOT,NONE,government failed listen scientist amp recommendations corona committee didnâ€™t right aptitude understand whatâ€™s happening people get vote ðÿ—³ goons amp appoint pm hmo amp entire cadre indiacovidcrisis
355,3950,60c5d6bf5659ea5e55def8d9,"@HaroldMyerscryp @MattWallace888 How about, fuck off....",HOF,PRFN,fuck
356,1698,60c5d6bf5659ea5e55defd6c,Arrest her . @MrsGandhi She is hatemonger   #ResignModi  #Gujarat  #KumbhMela2021 https://t.co/4ckrwryk5y,HOF,OFFN,arrest hatemonger resignmodi gujarat kumbhmela2021
357,3095,60c5d6bf5659ea5e55df0415,right who gave astrid a ticket own up you shit cunt,HOF,PRFN,right gave astrid ticket shit cunt
358,716,60c5d6bf5659ea5e55def526,"How to political correct the axis of piss and shit and it's degenerate supporter🇮🇷💩🇸🇾,💩🇮🇶💩🇵🇸? Rip them all off the internet entirely . Also blow up the government and media of Iran so it will no longer hack, sprewing distraction within neighboring and western countries. 1/2",HOF,PRFN,political correct axis piss shit degenerate supporter rip internet entirely also blow government media iran longer hack sprewing distraction within neighboring western countries 12
359,2734,60c5d6bf5659ea5e55df02be,visual hole stans coming at ryujin's pretty face? motherfucker everyone,HOF,PRFN,visual hole stans coming ryujins pretty face motherfucker everyone
360,4218,60c5d6bf5659ea5e55defb67,Dear Pm Modi why you are not resigning. You annd yours minister are not fit for the so called system. #ResignModi #ModiMadeDisaster #ModiResign https://t.co/alIkQH09lD,HOF,HATE,dear pm modi resigning annd minister fit called system resignmodi modimadedisaster modiresign
361,866,60c5d6bf5659ea5e55def4d8,@Raza_AKhan @zoo_bear @khanumarfa @pbhushan1 @suhasinih @SamiullahKhan__ @ShashiTharoor @MahuaMoitra @satishacharya @t_d_h_nair @ravishndtv Rather than taking action on pandemic. Govt is more concerned what people posted on Social media &amp; how dare they? Went one more step to challenge foreign media that how can they write that govt failed to take actions. Control pandemic or exit  #ResignPMmodi #ExitModi #ResignModi,HOF,HATE,rather taking action pandemic govt concerned people posted social media amp dare went one step challenge foreign media write govt failed take actions control pandemic exit resignpmmodi exitmodi resignmodi
362,4846,60c5d6bf5659ea5e55def8dc,@y_alibhai @MonoSandhu They've been forced into silence by #Islamophobia ðŸ˜,NOT,NONE,theyve forced silence islamophobia ðÿ˜
363,2847,60c5d6bf5659ea5e55df04bb,To all of the idiots saying wow look at Australia and how free they are because they locked down. F*CK OFF #Covid19UK #coronavirusuk #CovidVaccine https://t.co/bdUGkJLUl8,HOF,PRFN,idiots saying wow look australia free locked fck covid19uk coronavirusuk covidvaccine
364,3662,60c5d6bf5659ea5e55df0023,"Harmful Indian media coverage of COVID @ndtv should be stopped, people are buying remdesivir and treating themselves, no proven benefit in using it. We don't need Remdesivir @POTUS, we need vaccines fast #CovidVaccine #COVIDSecondWave",HOF,HATE,harmful indian media coverage covid stopped people buying remdesivir treating proven benefit using dont need remdesivir need vaccines fast covidvaccine covidsecondwave
365,3013,60c5d6bf5659ea5e55df034a,@CaptainPoopie @georgehahn Cupcake? or Hooker?,HOF,PRFN,cupcake hooker
366,3406,60c5d6bf5659ea5e55def4be,"@ChaoticDreamss @AslamMo38024441 @ndtv ALL govts across the world have used all their resources for single cause - #COVID19 Pathetic that while #Modi begs for money for #IndiaCovidCrisis from the world, he spends a whopping 13,500cr on buildings. Worse is",HOF,HATE,govts across world used resources single cause covid19 pathetic modi begs money indiacovidcrisis world spends whopping 13500cr buildings worse
367,243,60c5d6bf5659ea5e55def25d,@pfizer Who is providing the research data for your #CovidVaccine ? Is it an independent group? Unbiased group? Please stop lying about effectiveness.,NOT,NONE,providing research data covidvaccine independent group unbiased group please stop lying effectiveness
368,3611,60c5d6bf5659ea5e55defe9d,@RubinReport I suppose the yellow represents Asians? How is that Woke? And Pink representing women? Sexist. Red is communists. Green is @aoc &amp; friends. Orange is people who use too much self tanner. Blue is Eskimos. Purple is communist e,NOT,NONE,suppose yellow represents asians woke pink representing women sexist red communists green amp friends orange people use much self tanner blue eskimos purple communist e
369,2522,60c5d6bf5659ea5e55df02c0,How Punjabi NRI's i.e us to blame? What have we done? #Resign_PM_Modi #Resignmodi https://t.co/K7M5PCnbyT,NOT,NONE,punjabi nris ie us blame done resignpmmodi resignmodi
370,3119,60c5d6bf5659ea5e55df04dd,@BJP4India @JPNadda Do not instigate more violence and spread corona. Due to you so many people are already dead .So insensitive jp nadda! These are all your planned violence. Stop! Soul less man!  #Resign_PM_Modi,HOF,OFFN,instigate violence spread corona due many people already dead insensitive jp nadda planned violence stop soul less man resignpmmodi
371,1827,60c5d6bf5659ea5e55defe73,"We aren't opposing BJP, we're only criticizing them because we don't want to loss lives of Hindus in Bengal violence .. 😓🇮🇳🚩 #SpinelessBJP #isupportmodi #Modi #BJP #Shamemamatabannerjee #tmcgoons #ShameOnMamata #ArrestMamata #BengalBurning #BengalViolence #TMCTerror https://t.co/Bf3piue8xK",NOT,NONE,arent opposing bjp criticizing dont want loss lives hindus bengal violence spinelessbjp isupportmodi modi bjp shamemamatabannerjee tmcgoons shameonmamata arrestmamata bengalburning bengalviolence tmcterror
372,1900,60c5d6bf5659ea5e55defd50,"Yeah it’s an edit. Damn Everyone’s so good at this, 🤡",NOT,NONE,yeah ’ edit damn everyone ’ good 🤡
373,1336,60c5d6bf5659ea5e55def9bb,"“Hundreds of thousands of us will die, unnecessarily if you don’t go. So, Go now. Jhola utha ke.” #ResignModi  #deshbachaomodihatawo  #PoMoneModi",NOT,NONE,“ hundreds thousands us die unnecessarily ’ go go jhola utha ke ” resignmodi deshbachaomodihatawo pomonemodi
374,292,60c5d6bf5659ea5e55def390,"@ObioraDavid12 @BBCWorld Well pimp, BBC says wait your turn because this drawing is more important than human life.",HOF,PRFN,well pimp bbc says wait turn drawing important human life
375,4021,60c5d6bf5659ea5e55defc0e,@ChwisSweed too hot chwis. sweaty bollocks for the entire round.,HOF,PRFN,hot chwis sweaty bollocks entire round
376,4280,60c5d6bf5659ea5e55defd12,Me after a day in that bloody chair : ahh days done let's go put books and plants on your new shelves. My back : BWAHAHAHAAHAHAHAHAH BITCH PLS. LAY DOWN.,NOT,NONE,day bloody chair ahh days done lets go put books plants new shelves back bwahahahaahahahahah bitch pls lay
377,3479,60c5d6bf5659ea5e55def3b3,@luqmankhan555 @Keir_Starmer @JessieJoeJacobs the rise and rise of #islamophobia worldwide is getting worse and worse,HOF,HATE,rise rise islamophobia worldwide getting worse worse
378,3070,60c5d6bf5659ea5e55df0448,Wtf is this.  I will continue to call the Cov-2 virus as the #WuhanVirus and the #ChineseVirus  Go fuck yourselves. https://t.co/JF2OZD663X,HOF,PRFN,wtf continue call cov2 virus wuhanvirus chinesevirus go fuck
379,1034,60c5d6bf5659ea5e55def7b8,How does that taste shitbag..that's a size 9 steel toe boots https://t.co/jGfTTL8ku8,HOF,PRFN,taste shitbagthats size 9 steel toe boots
380,1729,60c5d6bf5659ea5e55defcfa,Strongly condemn the attack on Union Minister Sri V Muraleedharan Ji and his convoy in #Bengal.  Death of democracy... Praying for the safety of BJP Karyakartas and leaders in Bengal. #BengalBurning #BengalViolence  @VMBJP @surendranbjp @BJP4Keralam  https://t.co/ztqF7yjUBN,NOT,NONE,strongly condemn attack union minister sri v muraleedharan ji convoy bengal death democracy praying safety bjp karyakartas leaders bengal bengalburning bengalviolence
381,4276,60c5d6bf5659ea5e55defe75,"PM insulted A woman( Mamta), public of West Bengal took revenge in elections. #ResignPMmodi #ExitModi",NOT,NONE,pm insulted woman mamta public west bengal took revenge elections resignpmmodi exitmodi
382,1767,60c5d6bf5659ea5e55defdd6,HAPPY PRIDE MONTH IM GAY AS FUCK,HOF,PRFN,happy pride month im gay fuck
